Synthesis_temperature,Sintering_temperature,Sintering_time,Heating_rate,Sintering_temperature_&_Heating_rate,Sintering_temperature_&_Sintering_time,Heating_rate_&_Sintering_time
800.0030471707976,700.0006603069756,0.9957167217783689,199.99886052542345,139999.33442843915,697.0023627235554,199.14220976178387
799.9896001589376,900.0112724120697,11.996478664495118,199.99159843523037,179994.69297941538,10796.966027296497,2399.1949437065164
800.007504511958,700.0046750934225,12.005323091855534,699.9917551878431,489997.50115834066,8403.782290305895,8403.627182665097
800.0094056471639,899.9914070753712,1.0036544406436407,700.0065059278783,629999.8402319453,903.2803722523148,702.5646381539541
899.9804896481135,700.0036875078408,12.00412732611596,200.00743254171203,140005.94030817415,8402.933393594809,2400.91468640026
899.9869782049313,899.9904111739917,1.0043082100300789,200.00543154268306,180002.97057113098,903.8677588903863,200.8670969489255
900.0012784040317,700.0087845030131,1.0214164760087046,699.9933449029271,490001.4905256964,715.0005058422043,714.9847355802935
899.9968375740766,899.9995007408901,11.995935849836155,700.0023216132307,630001.7399693716,10796.336275772284,8397.182944808692
849.999831988425,799.9981513763646,6.494877572709284,450.0011668580914,360000.1016036801,5195.890051583237,2922.702486319626
849.9914695607242,799.993190704556,6.491862272717521,450.00218688596726,359998.68531093287,5193.44561316582,2921.35221968539
850.0087939797486,800.0122254133868,6.506159794225755,450.00871428777947,360012.4729727834,5205.007375873649,2927.8286039503755
850.0077779193543,799.9984547051793,6.511289722927209,450.0022359554877,360001.0933782656,5209.021716479482,2930.0949342712324
799.9867730038765,700.0084030813746,0.9897650250737814,200.00635150946815,140006.12672627487,692.8438346276944,197.95929151668426
799.990027531724,899.982726795768,12.001792756349563,199.99777777302901,179994.5453932647,10801.406171297176,2400.331880562349
800.0039977422672,700.0043442364355,12.002199966839717,699.985291937055,489992.745257548,8401.592117182203,8401.36344767521
799.9909452094464,900.0023773560233,1.0135918757524043,699.9898442091879,629992.5239133416,912.2350978459149,709.504019199624
899.9962183744597,699.9940585004431,12.008351112459145,200.0031351384745,140001.00627839335,8405.774431108588,2401.7078703354173
900.0129922829778,899.9855394214561,1.003568710591495,200.00838126567893,180004.6509022043,903.1973273481818,200.72215329428954
899.9964373602894,700.0007212950771,1.0146330289121956,700.0199673089169,490014.48203719815,710.2438520883458,710.2633797296625
900.0073751556847,899.9947050729094,11.988112369456772,700.02913862466,630022.5181589437,10789.237656330144,8392.027975726456
849.9906638232,800.0023267621135,6.493602484672502,450.0041440943328,360004.3623280596,5194.897096806243,2922.148028203882
849.9979456244213,800.0002185214553,6.490734240585945,449.9901046187997,359992.1820275323,5192.5888108334475,2920.766179974095
849.9904997794509,800.0160177889132,6.4961019019684425,449.9786795371927,359990.1512932585,5196.9855747637785,2923.107355986806
849.996609669241,799.9976064437253,6.486233138524437,450.00267711462345,360001.06458496733,5188.970985655522,2918.822276725583
799.9961681267887,699.9794982789897,1.0053811543700393,199.9914675664944,139989.9271272736,703.7461960150915,201.06765252616043
800.0146144429224,899.9995128159807,12.013373981074427,199.9971261663845,179997.31611434228,10812.030730243163,2402.640271776903
799.9889295431796,699.9915676972971,11.9984549432075,699.9853655799816,489983.85341749695,8398.817285641202,8398.74286981604
799.9910527298105,899.9878118693957,0.9930405738832929,699.9940929298604,629986.1520174475,893.7244131867538,695.1225357579837
900.0064332679469,699.9912184763307,11.997761411831195,200.0031560500359,140000.45290257633,8398.32762965602,2399.590147901574
899.9960539487714,899.996658765593,1.0024249679127122,200.01205853620888,180010.1843954162,902.1791217846477,200.4970813603147
899.9999487813328,700.0091590254235,1.0017657335845371,699.9927091616225,490001.30766415526,701.2451887069983,701.2287097971204
899.9983655710148,899.9867360728226,11.989156119277666,699.9934585355993,629984.8280197807,10790.081484056216,8392.330856856417
850.003375745488,800.000306314926,6.5009048978162784,449.9785271097026,359982.95952290134,5200.725909577225,2925.267610799621
850.0140748186132,799.9951583056667,6.502282283301389,449.99837334079456,359996.51991806144,5201.794344577826,2926.0164504882923
850.000905849069,799.9967232690564,6.5251747403753395,449.9893758558814,359990.02619059297,5220.118411058287,2936.259308772062
850.0064393879328,800.010027578253,6.518768446112817,449.9947056057263,360000.27684170497,5215.0801243509595,2933.411287820435
799.997078288142,700.0172735021416,1.017439345261678,200.01820646157645,140016.1995380212,712.2251164238838,203.50639302268146
799.9989651173194,899.9846613859509,12.004389931587383,200.00730774691138,180003.5091373197,10803.766807724589,2400.9657113609223
799.9974802262179,700.008638280137,12.00827988176797,699.9842795974434,489995.04237850907,8405.899648123162,8405.607142243825
800.0015256251211,899.9967147477688,0.9970342904646529,699.9993304682711,629997.0977470817,897.3275859090603,697.9233357791647
900.01471491973,699.9993867565418,12.000665458158592,199.98827992807406,139991.67330814747,8400.458461381428,2399.9924429693897
899.9743334155906,899.989471014893,0.9930257617669972,199.99481720157632,179993.22973896688,893.7127300368409,198.60000570104668
899.9976314973549,699.9966554382764,1.0098958393459485,700.0151122843328,490008.2373552825,706.9237098831949,706.9423493752346
900.0017651242138,900.013000445947,11.988216963768851,700.006375338109,630014.8381993433,10789.551119558604,8391.828303574664
850.0029599398969,800.0058265524199,6.507823503424176,449.9930106957142,359997.03046443674,5206.296720914123,2928.4750913821754
849.9962808541868,800.0173231160541,6.4980934894249485,449.9898628263356,359999.6854876854,5198.587358767606,2924.076197939037
849.9824327821752,800.0117741188898,6.511712470934673,450.00032782092876,360005.5606141032,5209.446646424547,2930.272746596233
850.0032799548371,800.0043908667893,6.507508689887312,449.9878343985062,359992.24335544265,5206.035525513637,2928.299742691852
799.9839872206288,700.0076013308537,0.9800693962894584,200.00092126658433,140002.16515978263,686.0560272343617,196.0147821630768
799.9920586370997,900.0022921137412,11.987035276719253,199.99162601776172,179992.92181953965,10788.359224695601,2397.3066761233536
800.0043963660602,700.0053006470561,11.985178146025572,699.994055996478,489999.54961896676,8389.688231417156,8389.553462276788
800.0052418784281,899.9929532673713,0.976663838801517,699.9851946348743,629981.7425628762,878.990572632425,683.6502272963234
900.0027627417933,699.9982038858617,11.993217355598448,199.99111866146265,139993.4238561481,8395.230607731657,2398.5369552962024
899.9858723411611,900.0019677609665,1.0074943389972775,199.99641983311926,179997.17139495572,906.746887605584,201.4952608015905
899.9768989656337,700.0082052847541,0.9971511593361743,700.0080358501938,490011.3688604,698.0139934445273,698.013824492659
900.0005435358539,899.9960625882777,12.00197790081942,700.0172076983116,630012.730672521,10801.732854009,8401.591056988453
849.9952822396637,800.0052116725573,6.510892174967108,449.9861781848462,359991.287728493,5208.7476726117575,2929.8114863870696
850.0045938577172,799.9973416120808,6.513276861322677,450.0039282746826,360001.94633473956,5210.604174241619,2931.0001735357996
850.0070195362622,799.9988245783267,6.499308620652738,449.98959456060845,359991.1467209645,5199.439257093976,2924.621251131793
850.0013824143206,800.0082951904202,6.513535858895694,450.00474697088464,360007.53045177384,5210.882718136813,2931.1220560681404
800.0022307974263,699.9971375126645,0.9703547116215835,200.0066832601811,140004.10576552892,679.2455205070355,194.07742745732241
800.0143321450661,900.0045396557931,11.994565044920673,199.9931162771777,179994.71254936882,10795.162991625299,2398.8304417229915
800.0009152017817,699.9969132694446,12.024204150122474,700.0089781540842,490004.123968757,8416.905789607377,8417.050860243331
800.0058077709533,900.0093554712547,1.0043488427146365,700.0162893694762,630021.2094148017,903.9233545999006,703.0605501096276
899.999432168056,699.9816859391578,11.994404277139505,199.9902985048035,139989.5463188678,8395.863327747957,2398.7644917724215
899.9982959241884,899.9966439263188,1.0046508020950031,199.99112304344285,179991.33955415405,904.1823502033872,200.92124217747534
899.9922051760327,699.9800918800488,0.9843904164700555,700.0133578433632,489995.4145404589,689.053694166549,689.0864408620304
900.0043030135896,899.9850493916978,11.997026766373024,699.9980865601331,629987.8125069153,10797.144726887745,8397.895780871817
849.9914846281082,800.0136386222981,6.500994774730158,450.0140382139207,360017.3681426326,5200.884484396421,2925.5389109839157
850.0066558523631,800.0089518498197,6.49913899348179,449.9955746428811,360000.4880071086,5199.369374101659,2924.5837860557936
850.0108528700445,799.9928051976672,6.5079080612169005,450.01455045576273,360008.4025988728,5206.27962586142,2928.653320575958
850.0036653140724,799.9849749654396,6.50344645226236,450.00131485816803,359994.29060122644,5202.659447302181,2926.5594546277503
800.0133618610001,700.0023544836831,1.0051541040290082,199.985762655646,139990.50472216724,703.6102394392427,201.01651008069373
800.0124794998505,900.016111161485,11.994224611126443,200.00446322147542,180007.23920353258,10794.995390903396,2398.898455106154
799.997474826657,699.9877762568746,12.012744472169413,699.9919340109569,489985.7972860786,8408.774289815929,8408.824235853299
800.0036345433784,900.0024903612231,0.9937241246356308,699.9871736534974,629990.1995090615,894.3541869040941,695.594141394991
899.975900780342,700.0182129885081,11.993633847168978,200.00713820136482,140008.63946866497,8395.762132933714,2398.8123824072927
